Diện tích,Phòng ngủ,WC,Giá gốc,Loại,Ngày đăng
60 m²,3 PN,2 WC,4900000000,"Nhà hẻm, ngõ",2025-06-27
53 m²,5 PN,4 WC,4900000000,"Nhà hẻm, ngõ",2025-06-27
112 m²,5 PN,4 WC,21500000000,Nhà mặt tiền,2025-06-27
76 m²,5 PN,5 WC,13500000000,Nhà mặt tiền,2025-06-27
1.715 m²,,,140000000000,Đất thổ cư,2025-06-27
151 m²,5 PN,4 WC,18500000000,"Biệt thự, Villa",2025-06-27
119 m²,7 PN,8 WC,20500000000,Nhà mặt tiền,2025-06-27
80 m²,5 PN,5 WC,7750000000,"Biệt thự, Villa",2025-06-27
31 m²,3 PN,4 WC,6200000000,"Nhà hẻm, ngõ",2025-06-27
30 m²,4 PN,5 WC,9800000000,Nhà mặt tiền,2025-06-27
98 m²,10 PN,10 WC,17500000000,"Nhà hẻm, ngõ",2025-06-27
110 m²,,,69000000000,Nhà mặt tiền,2025-06-27
50 m²,,,22900000000,Nhà mặt tiền,2025-06-27
136 m²,,,770000000,Đất thổ cư,2025-06-27
88 m²,6 PN,7 WC,14500000000,"Nhà hẻm, ngõ",2025-06-27
140 m²,2 PN,2 WC,5200000000,"Nhà hẻm, ngõ",2025-06-27
"56,9 m²",4 PN,3 WC,5949000000,Nhà mặt tiền,2025-06-27
100 m²,,,1500000000,Đất thổ cư,2025-06-27
37 m²,2 PN,2 WC,3300000000,"Nhà hẻm, ngõ",2025-06-27
58 m²,4 PN,6 WC,17999000000,Nhà mặt tiền,2025-06-27
41 m²,6 PN,4 WC,7680000000,"Nhà hẻm, ngõ",2025-06-27
"45,6 m²",4 PN,6 WC,12600000000,Nhà mặt tiền,2025-06-27
50 m²,12 PN,14 WC,13000000000,Nhà mặt tiền,2025-06-27
"84,5 m²",,,19500000000,"Đất dự án, Khu dân cư",2025-06-27
42 m²,3 PN,3 WC,7286000000,Nhà mặt tiền,2025-06-27
40 m²,4 PN,4 WC,7500000000,"Nhà hẻm, ngõ",2025-06-27
"88,4 m²",3 PN,2 WC,6500000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-27
"62,1 m²",4 PN,5 WC,3220000000,"Nhà hẻm, ngõ",2025-06-27
2.961 m²,,,10000000000,"Đất nông nghiệp, kho bãi",2025-06-27
294 m²,5 PN,5 WC,58000000000,"Biệt thự, Villa",2025-06-27
56 m²,,,8100000000,Đất thổ cư,2025-06-27
140 m²,,,34000000000,Đất thổ cư,2025-06-27
"191,6 m²",,,33500000000,"Nhà hẻm, ngõ",2025-06-27
1.250 m²,,,2700000000,Đất thổ cư,2025-06-27
75 m²,6 PN,6 WC,12900000000,"Nhà hẻm, ngõ",2025-06-27
"6.489,3 m²",,,19500000000,"Đất nông nghiệp, kho bãi",2025-06-27
63 m²,3 PN,4 WC,11000000000,"Nhà hẻm, ngõ",2025-06-27
585 m²,1 PN,1 WC,1200000000,Nhà mặt tiền,2025-06-27
74 m²,19 PN,19 WC,21000000000,"Nhà hẻm, ngõ",2025-06-27
102 m²,1 PN,2 WC,42000000000,Nhà mặt tiền,2025-06-27
160 m²,,,16500000000,"Đất dự án, Khu dân cư",2025-06-27
138 m²,4 PN,5 WC,15500000000,Nhà mặt tiền,2025-06-27
"38,8 m²",5 PN,4 WC,6500000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,2 PN,2 WC,4790000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,2 PN,1 WC,4500000000,"Nhà hẻm, ngõ",2025-06-27
1.050 m²,,,170000000,Đất thổ cư,2025-06-27
200 m²,,,45000000000,Nhà mặt tiền,2025-06-27
36 m²,4 PN,5 WC,7500000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,7 PN,5 WC,8001000000,"Nhà hẻm, ngõ",2025-06-27
"204,8 m²",,,900000000,Đất thổ cư,2025-06-27
"144,7 m²",,,30388000000,"Đất dự án, Khu dân cư",2025-06-27
83 m²,3 PN,2 WC,5500000000,Chung cư,2025-06-27
"287,5 m²",4 PN,5 WC,29500000000,Nhà mặt tiền,2025-06-27
66 m²,4 PN,4 WC,2590000000,"Nhà hẻm, ngõ",2025-06-27
75 m²,5 PN,4 WC,12000000000,Nhà mặt tiền,2025-06-27
160 m²,,,450000000,Đất thổ cư,2025-06-27
147 m²,,,8500000000,"Đất dự án, Khu dân cư",2025-06-27
1.000 m²,,,6500000000,"Đất nông nghiệp, kho bãi",2025-06-27
40 m²,2 PN,2 WC,2400000000,"Nhà hẻm, ngõ",2025-06-27
180 m²,5 PN,6 WC,37500000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,,,6300000000,"Đất dự án, Khu dân cư",2025-06-27
82 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-27
"85,4 m²",2 PN,2 WC,550000000,Nhà mặt tiền,2025-06-27
108 m²,,,32000000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,4 PN,6 WC,10900000000,Nhà mặt tiền,2025-06-27
200 m²,3 PN,3 WC,5500000000,"Căn hộ dịch vụ, mini",2025-06-27
60 m²,3 PN,4 WC,4450000000,Nhà mặt tiền,2025-06-27
59 m²,2 PN,1 WC,3000000000,Chung cư,2025-06-27
85 m²,15 PN,16 WC,23000000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,3 PN,2 WC,1389000000,"Nhà hẻm, ngõ",2025-06-27
76 m²,8 PN,,26000000000,Nhà mặt tiền,2025-06-27
"52,7 m²",,,22500000000,"Nhà hẻm, ngõ",2025-06-27
"155,5 m²",,,280000000,"Đất dự án, Khu dân cư",2025-06-27
56 m²,3 PN,3 WC,2550000000,"Nhà hẻm, ngõ",2025-06-27
135 m²,5 PN,5 WC,49000000000,Nhà mặt tiền,2025-06-27
"43,2 m²",2 PN,,4380000000,Nhà mặt tiền,2025-06-27
210 m²,8 PN,6 WC,24900000000,Nhà mặt tiền,2025-06-27
294 m²,,,58000000000,"Biệt thự, Villa",2025-06-27
160 m²,5 PN,5 WC,40000000000,Nhà mặt tiền,2025-06-27
100 m²,8 PN,6 WC,5200000000,Nhà mặt tiền,2025-06-27
106 m²,3 PN,2 WC,6900000000,Chung cư,2025-06-27
86 m²,2 PN,2 WC,6500000000,Nhà mặt tiền,2025-06-27
75 m²,,,33500000000,Nhà mặt tiền,2025-06-27
51 m²,4 PN,4 WC,1900000000,Nhà mặt tiền,2025-06-27
81 m²,,,3200000000,Đất thổ cư,2025-06-27
320 m²,5 PN,5 WC,36000000000,Nhà mặt tiền,2025-06-27
60 m²,4 PN,4 WC,2170000000,"Nhà hẻm, ngõ",2025-06-27
260 m²,,,65000000000,Nhà mặt tiền,2025-06-27
64 m²,,,2050000000,"Nhà hẻm, ngõ",2025-06-27
50 m²,4 PN,,12800000000,"Nhà hẻm, ngõ",2025-06-27
20 m²,,,2750000000,"Nhà hẻm, ngõ",2025-06-27
1.089 m²,,,510000000,"Đất nông nghiệp, kho bãi",2025-06-27
117 m²,3 PN,2 WC,8580000000,Chung cư,2025-06-27
50 m²,3 PN,2 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,,,20000000000,"Đất dự án, Khu dân cư",2025-06-27
80 m²,3 PN,3 WC,3500000000,Nhà mặt tiền,2025-06-27
46 m²,2 PN,2 WC,5900000000,"Nhà hẻm, ngõ",2025-06-27
285 m²,,,63000000000,Nhà mặt tiền,2025-06-27
520 m²,3 PN,2 WC,4950000000,"Nhà hẻm, ngõ",2025-06-27
114 m²,2 PN,2 WC,2450000000,"Nhà hẻm, ngõ",2025-06-27
86 m²,2 PN,2 WC,4700000000,Chung cư,2025-06-27
297 m²,,,17800000000,Đất thổ cư,2025-06-27
"232,4 m²",,,1440000000,Đất thổ cư,2025-06-27
50 m²,,,10500000000,Nhà mặt tiền,2025-06-27
292 m²,,,450000000,Đất thổ cư,2025-06-27
100 m²,,,880000000,Đất thổ cư,2025-06-27
85 m²,3 PN,3 WC,8700000000,Nhà mặt tiền,2025-06-27
250 m²,,,570000000,Đất thổ cư,2025-06-27
80 m²,4 PN,3 WC,1590000000,Nhà mặt tiền,2025-06-27
80 m²,5 PN,5 WC,4960000000,Nhà mặt tiền,2025-06-27
48 m²,5 PN,4 WC,20000000000,Nhà mặt tiền,2025-06-27
51 m²,11 PN,11 WC,12500000000,"Nhà hẻm, ngõ",2025-06-27
64 m²,5 PN,5 WC,5500000000,"Nhà hẻm, ngõ",2025-06-27
173 m²,5 PN,5 WC,27000000000,"Biệt thự, Villa",2025-06-27
90 m²,4 PN,4 WC,11500000000,Nhà mặt tiền,2025-06-27
31 m²,3 PN,2 WC,3100000000,"Nhà hẻm, ngõ",2025-06-27
58 m²,4 PN,3 WC,2550000000,"Nhà hẻm, ngõ",2025-06-27
75 m²,2 PN,2 WC,15000000000,Nhà mặt tiền,2025-06-27
96 m²,4 PN,4 WC,5139000000,"Nhà hẻm, ngõ",2025-06-27
56 m²,5 PN,4 WC,13000000000,"Nhà hẻm, ngõ",2025-06-27
92 m²,3 PN,2 WC,3050000000,Chung cư,2025-06-27
33 m²,2 PN,2 WC,4090000000,"Nhà hẻm, ngõ",2025-06-27
210 m²,,,16800000000,"Đất dự án, Khu dân cư",2025-06-27
96 m²,2 PN,2 WC,6050000000,Chung cư,2025-06-27
88 m²,5 PN,4 WC,11800000000,Nhà mặt tiền,2025-06-27
86 m²,2 PN,2 WC,2650000000,Nhà mặt tiền,2025-06-27
74 m²,2 PN,2 WC,4100000000,Chung cư,2025-06-27
150 m²,24 PN,24 WC,29000000000,Nhà mặt tiền,2025-06-27
144 m²,,,16848000000,"Đất dự án, Khu dân cư",2025-06-27
"122,4 m²",,,11900000000,Officetel,2025-06-27
62 m²,5 PN,4 WC,12900000000,"Nhà hẻm, ngõ",2025-06-27
260 m²,,,3000000000,"Đất dự án, Khu dân cư",2025-06-27
"44,4 m²",,,5400000000,"Nhà hẻm, ngõ",2025-06-27
167 m²,4 PN,4 WC,19800000000,"Biệt thự, Villa",2025-06-27
48 m²,,,4150000000,"Nhà hẻm, ngõ",2025-06-27
400 m²,87 PN,87 WC,79000000000,Nhà mặt tiền,2025-06-27
200 m²,,,14700000000,"Đất dự án, Khu dân cư",2025-06-27
62 m²,,,6800000000,"Nhà hẻm, ngõ",2025-06-27
"61,3 m²",,,6000000000,"Nhà hẻm, ngõ",2025-06-27
150 m²,4 PN,3 WC,4950000000,"Tập thể, cư xá",2025-06-27
400 m²,,,48000000000,Đất thổ cư,2025-06-27
113 m²,3 PN,2 WC,6200000000,Chung cư,2025-06-27
225 m²,,,590000000,Đất thổ cư,2025-06-27
54 m²,2 PN,2 WC,2340000000,"Nhà hẻm, ngõ",2025-06-27
125 m²,4 PN,3 WC,5499999999,Nhà mặt tiền,2025-06-27
281 m²,,,35500000000,Nhà mặt tiền,2025-06-27
56 m²,2 PN,2 WC,4500000000,"Nhà hẻm, ngõ",2025-06-27
164 m²,,,10600000000,"Đất dự án, Khu dân cư",2025-06-27
70 m²,4 PN,2 WC,33000000000,Nhà mặt tiền,2025-06-27
"35,2 m²",,,7480000000,Nhà mặt tiền,2025-06-27
52 m²,4 PN,4 WC,2370000000,"Nhà hẻm, ngõ",2025-06-27
590 m²,,,17979000000,Đất thổ cư,2025-06-27
176 m²,,,27000000000,Nhà mặt tiền,2025-06-27
191 m²,,,55300000000,Nhà mặt tiền,2025-06-27
58 m²,3 PN,3 WC,2150000000,"Nhà hẻm, ngõ",2025-06-27
104 m²,,,16999000000,Nhà mặt tiền,2025-06-27
41 m²,,,2050000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,,,2150000000,"Nhà hẻm, ngõ",2025-06-27
161 m²,,,2415000000,"Nhà hẻm, ngõ",2025-06-27
5.324 m²,4 PN,3 WC,35000000000,Nhà mặt tiền,2025-06-27
"3.464,5 m²",,,5196000000,"Đất nông nghiệp, kho bãi",2025-06-27
164 m²,6 PN,6 WC,18700000000,Nhà mặt tiền,2025-06-27
60 m²,6 PN,6 WC,12400000000,Nhà mặt tiền,2025-06-27
52 m²,3 PN,2 WC,2900000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,3 PN,3 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
"215,5 m²",,,12000000000,Đất thổ cư,2025-06-27
"108,8 m²",,,8700000000,Đất thổ cư,2025-06-27
133 m²,,,500000000,Đất thổ cư,2025-06-27
591 m²,5 PN,5 WC,250000000000,"Biệt thự, Villa",2025-06-27
122 m²,2 PN,2 WC,6879000000,"Nhà hẻm, ngõ",2025-06-27
150 m²,10 PN,10 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
450 m²,,,24000000000,"Đất dự án, Khu dân cư",2025-06-27
105 m²,2 PN,2 WC,3890000000,"Nhà hẻm, ngõ",2025-06-27
4.425 m²,,,17000000000,"Đất nông nghiệp, kho bãi",2025-06-27
60 m²,3 PN,3 WC,17000000000,Nhà mặt tiền,2025-06-27
110 m²,,,360000000,Đất thổ cư,2025-06-27
461 m²,1 PN,3 WC,17500000000,Nhà mặt tiền,2025-06-27
35 m²,,,3500000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,1 PN,1 WC,5500000000,Chung cư,2025-06-27
100 m²,5 PN,5 WC,17000000000,Nhà mặt tiền,2025-06-27
45 m²,2 PN,2 WC,4370000000,"Nhà hẻm, ngõ",2025-06-27
80 m²,3 PN,4 WC,3000000000,Nhà mặt tiền,2025-06-27
164 m²,9 PN,10 WC,52000000000,Nhà mặt tiền,2025-06-27
120 m²,4 PN,5 WC,21000000000,"Nhà hẻm, ngõ",2025-06-27
14 m²,2 PN,2 WC,1500000000,"Nhà hẻm, ngõ",2025-06-27
90 m²,3 PN,2 WC,15800000000,Nhà mặt tiền,2025-06-27
100 m²,,,1600000000,Đất thổ cư,2025-06-27
267 m²,,,199000000000,Nhà mặt tiền,2025-06-27
150 m²,,,2550000000,Đất thổ cư,2025-06-27
80 m²,,,11500000000,"Đất dự án, Khu dân cư",2025-06-27
34 m²,,,6000000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,2 PN,2 WC,3500000000,Chung cư,2025-06-27
52 m²,,,10400000000,"Nhà hẻm, ngõ",2025-06-27
500 m²,,,650000000,Đất thổ cư,2025-06-27
"92,5 m²",,,2190000000,Đất thổ cư,2025-06-27
75 m²,2 PN,1 WC,5100000000,Chung cư,2025-06-27
122 m²,,,17500000000,Nhà mặt tiền,2025-06-27
"24,5 m²",2 PN,2 WC,3270000000,"Nhà hẻm, ngõ",2025-06-27
124 m²,6 PN,5 WC,15500000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,7 PN,4 WC,9500000000,"Nhà hẻm, ngõ",2025-06-27
"183,8 m²",,,72000000000,Nhà mặt tiền,2025-06-27
20 m²,,,1150000000,"Tập thể, cư xá",2025-06-27
178 m²,5 PN,5 WC,5600000000,"Nhà hẻm, ngõ",2025-06-27
33 m²,3 PN,4 WC,6790000000,"Nhà hẻm, ngõ",2025-06-27
91 m²,4 PN,3 WC,22000000000,"Nhà hẻm, ngõ",2025-06-27
"57,4 m²",5 PN,3 WC,11200000000,Nhà mặt tiền,2025-06-27
160 m²,,,25760000000,"Đất dự án, Khu dân cư",2025-06-27
35 m²,2 PN,2 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
958 m²,,,98000000000,"Đất dự án, Khu dân cư",2025-06-27
"288,2 m²",,,30000000000,"Nhà hẻm, ngõ",2025-06-27
45 m²,4 PN,5 WC,7290000000,"Nhà hẻm, ngõ",2025-06-27
41 m²,,,2250000000,"Nhà hẻm, ngõ",2025-06-27
3.000 m²,,,40000000000,Đất thổ cư,2025-06-27
142 m²,,,1500000000,Đất thổ cư,2025-06-27
"56,5 m²",4 PN,3 WC,2430000000,"Nhà hẻm, ngõ",2025-06-27
96 m²,2 PN,2 WC,6200000000,Chung cư,2025-06-27
170 m²,4 PN,3 WC,10000000000,Nhà mặt tiền,2025-06-27
93 m²,2 PN,2 WC,4800000000,Chung cư,2025-06-27
35 m²,,,11200000000,Nhà mặt tiền,2025-06-27
40 m²,5 PN,6 WC,19500000000,"Nhà hẻm, ngõ",2025-06-27
120 m²,,,3200000000,Đất thổ cư,2025-06-27
90 m²,,,9180000000,"Đất dự án, Khu dân cư",2025-06-27
"65,8 m²",4 PN,2 WC,23000000000,Nhà mặt tiền,2025-06-27
64 m²,12 PN,12 WC,13900000000,"Nhà hẻm, ngõ",2025-06-27
2.311 m²,,,300000000,Đất thổ cư,2025-06-27
100 m²,,,21900000000,"Đất dự án, Khu dân cư",2025-06-27
31 m²,3 PN,3 WC,5600000000,"Nhà hẻm, ngõ",2025-06-27
28.000 m²,,,18300000000,"Đất nông nghiệp, kho bãi",2025-06-27
"38,5 m²",2 PN,2 WC,1570000000,"Nhà hẻm, ngõ",2025-06-27
"75,8 m²",,,4350000000,Chung cư,2025-06-27
83 m²,4 PN,,2950000000,"Nhà hẻm, ngõ",2025-06-27
"87,7 m²",2 PN,2 WC,8800000000,"Nhà hẻm, ngõ",2025-06-27
"62,6 m²",,,21000000000,Nhà mặt tiền,2025-06-27
40 m²,6 PN,7 WC,8100000000,"Nhà hẻm, ngõ",2025-06-27
"67,4 m²",4 PN,4 WC,3240000000,"Nhà hẻm, ngõ",2025-06-27
"160,6 m²",,,2900000000,Đất thổ cư,2025-06-27
"432,6 m²",,,15000000000,Nhà mặt tiền,2025-06-27
48 m²,6 PN,6 WC,10500000000,"Nhà hẻm, ngõ",2025-06-27
"54,5 m²",2 PN,2 WC,3280000000,Chung cư,2025-06-27
225 m²,1 PN,1 WC,52000000000,Nhà mặt tiền,2025-06-27
40 m²,,,1500000000,"Tập thể, cư xá",2025-06-27
1.006 m²,,,130000000,Đất thổ cư,2025-06-27
"287,8 m²",5 PN,5 WC,119000000000,"Biệt thự, Villa",2025-06-27
189 m²,,,710000000,Đất thổ cư,2025-06-27
150 m²,,,690000000,Đất thổ cư,2025-06-27
155 m²,,,30000000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,,,22000000000,"Nhà hẻm, ngõ",2025-06-27
260 m²,6 PN,6 WC,6001000000,"Nhà hẻm, ngõ",2025-06-27
105 m²,,,11800000000,Đất thổ cư,2025-06-27
15 m²,,,1700000000,"Nhà hẻm, ngõ",2025-06-27
165 m²,,,24000000000,"Biệt thự, Villa",2025-06-27
188 m²,4 PN,3 WC,14200000000,"Nhà hẻm, ngõ",2025-06-27
621 m²,2 PN,2 WC,62000000000,Nhà mặt tiền,2025-06-27
"57,5 m²",,,11800000000,Đất thổ cư,2025-06-27
75 m²,3 PN,2 WC,3200000000,Chung cư,2025-06-27
1.089 m²,,,11000000000,Nhà mặt tiền,2025-06-27
80 m²,18 PN,17 WC,11850000000,"Nhà hẻm, ngõ",2025-06-27
"187,5 m²",,,58000000000,"Đất dự án, Khu dân cư",2025-06-27
93 m²,4 PN,5 WC,13200000000,Nhà mặt tiền,2025-06-27
134 m²,,,9100000000,Đất thổ cư,2025-06-27
"57,9 m²",2 PN,2 WC,11500000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,2 PN,2 WC,3700000000,Chung cư,2025-06-27
108 m²,,,13500000000,"Đất dự án, Khu dân cư",2025-06-27
48 m²,3 PN,2 WC,2090000000,"Nhà hẻm, ngõ",2025-06-27
"66,4 m²",2 PN,3 WC,3550000000,"Nhà hẻm, ngõ",2025-06-27
62 m²,2 PN,1 WC,3400000000,Chung cư,2025-06-27
31 m²,3 PN,3 WC,4100000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,,,12500000000,"Nhà hẻm, ngõ",2025-06-27
45 m²,,,2350000000,"Nhà hẻm, ngõ",2025-06-27
160 m²,,,65000000000,"Biệt thự, Villa",2025-06-27
136 m²,3 PN,3 WC,1450000000,Nhà mặt tiền,2025-06-27
64 m²,4 PN,4 WC,8001000000,"Nhà hẻm, ngõ",2025-06-27
51 m²,,,2050000000,"Nhà hẻm, ngõ",2025-06-27
86 m²,3 PN,2 WC,3450000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,3 PN,2 WC,5600000000,"Nhà hẻm, ngõ",2025-06-27
"64,7 m²",4 PN,5 WC,3050000000,"Nhà hẻm, ngõ",2025-06-27
75 m²,,,30600000000,"Nhà hẻm, ngõ",2025-06-27
"34,4 m²",5 PN,4 WC,10900000000,"Nhà hẻm, ngõ",2025-06-27
160 m²,,,28500000000,Nhà mặt tiền,2025-06-27
56 m²,3 PN,2 WC,7600000000,"Nhà hẻm, ngõ",2025-06-27
101 m²,,,13300000000,"Nhà hẻm, ngõ",2025-06-27
44 m²,,,8500000000,Nhà mặt tiền,2025-06-27
80 m²,5 PN,4 WC,10200000000,Nhà mặt tiền,2025-06-27
"52,1 m²",,,11800000000,"Nhà hẻm, ngõ",2025-06-27
"144,7 m²",,,30500000000,"Đất dự án, Khu dân cư",2025-06-27
108 m²,6 PN,7 WC,10000000000,Nhà mặt tiền,2025-06-27
48 m²,3 PN,2 WC,1780000000,"Nhà hẻm, ngõ",2025-06-27
70 m²,4 PN,4 WC,26000000000,"Biệt thự, Villa",2025-06-27
230 m²,5 PN,4 WC,20500000000,Nhà mặt tiền,2025-06-27
"77,2 m²",4 PN,5 WC,15800000000,Nhà mặt tiền,2025-06-27
52 m²,4 PN,3 WC,8100000000,"Nhà hẻm, ngõ",2025-06-27
2.600 m²,2 PN,3 WC,285000000000,Nhà mặt tiền,2025-06-27
300 m²,,,20000000000,Nhà mặt tiền,2025-06-27
"51,7 m²",3 PN,3 WC,2190000000,"Nhà hẻm, ngõ",2025-06-27
31 m²,1 PN,,2700000000,Chung cư,2025-06-27
126 m²,,,11000000000,Nhà mặt tiền,2025-06-27
84 m²,2 PN,2 WC,5150000000,"Căn hộ dịch vụ, mini",2025-06-27
40 m²,6 PN,6 WC,7200000000,"Nhà hẻm, ngõ",2025-06-27
106 m²,2 PN,1 WC,4200000000,Nhà mặt tiền,2025-06-27
338 m²,2 PN,2 WC,7000000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,4 PN,5 WC,4070000000,"Nhà hẻm, ngõ",2025-06-27
105 m²,,,1150000000,Đất thổ cư,2025-06-27
250 m²,,,85000000000,Nhà mặt tiền,2025-06-27
80 m²,,,34400000000,"Đất dự án, Khu dân cư",2025-06-27
40 m²,2 PN,1 WC,1150000000,"Căn hộ dịch vụ, mini",2025-06-27
201 m²,,,12300000000,"Biệt thự, Villa",2025-06-27
43.000 m²,,,2900000000,"Đất nông nghiệp, kho bãi",2025-06-27
50 m²,4 PN,5 WC,8900000000,Nhà mặt tiền,2025-06-27
50 m²,,,2350000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,,,13300000000,Nhà mặt tiền,2025-06-27
"65,2 m²",,,6300000000,Đất thổ cư,2025-06-27
90 m²,4 PN,2 WC,14500000000,Nhà mặt tiền,2025-06-27
108 m²,,,850000000,Đất thổ cư,2025-06-27
300 m²,,,2700000000,Đất thổ cư,2025-06-27
123 m²,4 PN,6 WC,18900000000,Nhà mặt tiền,2025-06-27
90 m²,4 PN,4 WC,123456789,Nhà mặt tiền,2025-06-27
51 m²,,,6500000000,Nhà mặt tiền,2025-06-27
182 m²,,,0,"Đất dự án, Khu dân cư",2025-06-27
38 m²,,,2650000000,"Nhà hẻm, ngõ",2025-06-27
52 m²,2 PN,2 WC,1950000000,Chung cư,2025-06-27
88 m²,,,15000000000,Nhà mặt tiền,2025-06-27
4.000 m²,,,3200000000,"Đất nông nghiệp, kho bãi",2025-06-27
80 m²,2 PN,2 WC,40000000000,Nhà mặt tiền,2025-06-27
62 m²,2 PN,2 WC,2900000000,Chung cư,2025-06-27
32 m²,2 PN,3 WC,5380000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,,,8200000000,Nhà mặt tiền,2025-06-27
"91,3 m²",,,4300000000,Đất thổ cư,2025-06-27
76 m²,8 PN,,26000000000,Nhà mặt tiền,2025-06-27
265 m²,23 PN,23 WC,44500000000,"Nhà hẻm, ngõ",2025-06-27
150 m²,,,1780000000,Đất thổ cư,2025-06-27
"47,5 m²",3 PN,4 WC,2000000000,"Nhà hẻm, ngõ",2025-06-27
"85,5 m²",,,3300000000,"Đất dự án, Khu dân cư",2025-06-27
58 m²,2 PN,2 WC,1600000000,Chung cư,2025-06-27
51 m²,3 PN,3 WC,5700000000,"Nhà hẻm, ngõ",2025-06-27
43 m²,2 PN,2 WC,2050000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,3 PN,3 WC,8100000000,Nhà mặt tiền,2025-06-27
